FagNivaa;EnhetNivaa;Vurderingsfagkode;Nasjonaltkode;Fylkekode;Organisasjonsnummer;Vurderingsfagnavn;Nasjonalt;Fylke;EnhetNavn;2024-25.Standpunkt.Alle eierformer.Alle kjønn.Snittkarakter;2024-25.Standpunkt.Alle eierformer.Alle kjønn.Antall elever
2;0;ENG1007;Alle;0;Alle;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Alle fylker;Alle skoler;4,5;35 107
2;1;ENG1007;I;0;I;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Alle fylker;Alle skoler;4,5;35 107
2;2;ENG1007;I;42;42;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Alle skoler;4,6;2 038
2;3;ENG1007;I;42;982759846;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Akademiet Kristiansand AS;4,5;61
2;3;ENG1007;I;42;974573873;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Arendal videregående skole avd Tyholmen;4,6;176
2;3;ENG1007;I;42;974573881;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Dahlske videregående skole;4,5;98
2;3;ENG1007;I;42;974117738;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Drottningborg Vgs AS;4,8;66
2;3;ENG1007;I;42;874595012;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Eilert Sundt videregående skole Studiested Farsund;4,2;72
2;3;ENG1007;I;42;974595141;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Flekkefjord videregående skole Studiested Flekkefjord;4,9;70
2;3;ENG1007;I;42;974594994;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Kristiansand katedralskole Gimle;4,7;355
2;3;ENG1007;I;42;974595117;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Kvadraturen videregående skole;4,4;113
2;3;ENG1007;I;42;973149776;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Kvs-Lyngdal AS;5;88
2;3;ENG1007;I;42;974573857;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Lillesand videregående skole;4,4;69
2;3;ENG1007;I;42;974595125;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Mandal videregående skole;4,4;113
2;3;ENG1007;I;42;994557416;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Oasen videregående skole AS;4,7;24
2;3;ENG1007;I;42;974573806;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Risør videregående skole;*;*
2;3;ENG1007;I;42;974573814;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Sam Eyde videregående skole;4;144
2;3;ENG1007;I;42;874573892;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Setesdal vidaregåande skule;4,4;47
2;3;ENG1007;I;42;974595060;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Sirdal videregående skole;4,4;28
2;3;ENG1007;I;42;928112535;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Smi-Skolen i Agder;*;*
2;3;ENG1007;I;42;974595184;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Søgne videregående skole;4,7;19
2;3;ENG1007;I;42;874595152;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Tangen videregående skole;4,8;194
2;3;ENG1007;I;42;974573865;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Tvedestrand videregående skole;4,5;93
2;3;ENG1007;I;42;974595044;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Vennesla videregående skole;4,8;44
2;3;ENG1007;I;42;974595001;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Agder;Vågsbygd videregående skole;4,4;153
2;2;ENG1007;I;32;32;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Alle skoler;4,5;5 473
2;3;ENG1007;I;32;931696068;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Akademiet Vgs Sandvika AS;4,8;28
2;3;ENG1007;I;32;974587742;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Asker videregående skole;4,9;214
2;3;ENG1007;I;32;974587637;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Bjertnes videregående skole;4,5;145
2;3;ENG1007;I;32;974587602;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Bjørkelangen videregående skole;4,4;109
2;3;ENG1007;I;32;974587831;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Bleiker videregående skole;4,8;85
2;3;ENG1007;I;32;974587882;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Drømtorp videregående skole;4,8;35
2;3;ENG1007;I;32;974587890;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Dønski videregående skole;4,3;179
2;3;ENG1007;I;32;974587661;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Eidsvoll videregående skole;4,2;123
2;3;ENG1007;I;32;974587726;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Eikeli videregående skole;3,7;199
2;3;ENG1007;I;32;825322922;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Feiring videregående skole AS;3,7;19
2;3;ENG1007;I;32;988843709;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Frogn videregående skole;4,2;160
2;3;ENG1007;I;32;973616870;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Holmen skole Grunnskole/Videregående skole;4,6;7
2;3;ENG1007;I;32;913459598;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Hoppensprett Akademiet Vgs Jessheim AS;5;50
2;3;ENG1007;I;32;974587807;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Hvam videregående skole;3,4;65
2;3;ENG1007;I;32;974587645;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Jessheim videregående skole;4,4;281
2;3;ENG1007;I;32;974587750;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Lillestrøm videregående skole;4,9;301
2;3;ENG1007;I;32;974587610;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Lørenskog videregående skole;4,7;291
2;3;ENG1007;I;32;991815325;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Mailand videregående skole;4,4;167
2;3;ENG1007;I;32;974587734;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Nadderud videregående skole;5,3;185
2;3;ENG1007;I;32;988084948;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Nannestad videregående skole;4,7;134
2;3;ENG1007;I;32;974587653;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Nes videregående skole;4,2;70
2;3;ENG1007;I;32;974587599;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Nesbru videregående skole;4,6;191
2;3;ENG1007;I;32;974587572;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Nesodden videregående skole;4,7;115
2;3;ENG1007;I;32;921204353;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Norges Realfagsgymnas Sandvika AS;4,4;57
2;3;ENG1007;I;32;990672962;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Norges Toppidrettsgymnas Bærum AS;4,5;121
2;3;ENG1007;I;32;974587580;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Roald Amundsen videregående skole;4,4;146
2;3;ENG1007;I;32;974587866;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Rosenvilde videregående skole;4,3;163
2;3;ENG1007;I;32;974587823;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Rud videregående skole;4,6;74
2;3;ENG1007;I;32;974587769;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Rælingen videregående skole;4,4;123
2;3;ENG1007;I;32;974605953;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Røyken videregående skole;4,4;91
2;3;ENG1007;I;32;988835064;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Sandvika videregående skole;4,8;273
2;3;ENG1007;I;32;974587629;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Skedsmo videregående skole;4,4;207
2;3;ENG1007;I;32;974587696;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Ski videregående skole;4,7;227
2;3;ENG1007;I;32;974587718;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Stabekk videregående skole;4,9;118
2;3;ENG1007;I;32;874587842;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Sørumsand videregående skole;4,4;92
2;3;ENG1007;I;32;874587702;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Valler videregående skole;5,1;175
2;3;ENG1007;I;32;974587815;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Vestby videregående skole;3,9;94
2;3;ENG1007;I;32;825308512;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Wang Romerike AS;4,4;130
2;3;ENG1007;I;32;974587564;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Akershus;Ås videregående skole;4,8;229
2;2;ENG1007;I;33;33;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Alle skoler;4,5;1 730
2;3;ENG1007;I;33;985500568;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Akademiet Drammen AS;5,5;95
2;3;ENG1007;I;33;996789845;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Akademiet Vgs Bragernes Drammen AS;4,8;55
2;3;ENG1007;I;33;988938424;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Akademiet Ypsilon videregående skole AS;5;56
2;3;ENG1007;I;33;986737162;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Briskeby videregående skole AS;*;*
2;3;ENG1007;I;33;974606216;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Buskerud videregående skole;4,1;79
2;3;ENG1007;I;33;874605972;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Drammen videregående skole;4,5;407
2;3;ENG1007;I;33;974605988;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Eiker videregående skole;4,2;118
2;3;ENG1007;I;33;974606194;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Gol vidaregåande skule;4,4;77
2;3;ENG1007;I;33;974605929;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Hønefoss videregående skole;4,6;51
2;3;ENG1007;I;33;974605996;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Kongsberg videregående skole;4,4;201
2;3;ENG1007;I;33;974606135;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Lier videregående skole;4,8;30
2;3;ENG1007;I;33;974176122;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Norges Toppidrettsgymnas Geilo AS;*;*
2;3;ENG1007;I;33;974606232;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Numedal videregående skole;5;14
2;3;ENG1007;I;33;974606208;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Ringerike videregående skole;4,5;190
2;3;ENG1007;I;33;974605961;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;St Hallvard videregående skole;4,3;234
2;3;ENG1007;I;33;973255754;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Tyrifjord videregående skole;5;38
2;3;ENG1007;I;33;974605937;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Buskerud;Åssiden videregående skole;3,9;48
2;2;ENG1007;I;56;56;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Alle skoler;4,4;283
2;3;ENG1007;I;56;974622750;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Alta videregående skole;4,6;118
2;3;ENG1007;I;56;914837367;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Båtsfjord private videregående skole AS;4,6;7
2;3;ENG1007;I;56;874622702;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Hammerfest videregående skole;4,7;25
2;3;ENG1007;I;56;974622726;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Kirkenes videregående skole;3,9;53
2;3;ENG1007;I;56;974622742;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Lakselv videregående skole;4,3;10
2;3;ENG1007;I;56;974622734;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Nordkapp videregående skole;*;*
2;3;ENG1007;I;56;974760061;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Samisk videregående skole Karasjok;4,2;13
2;3;ENG1007;I;56;974759896;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Samisk videregående skole og reindriftsskole;*;*
2;3;ENG1007;I;56;974622718;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Vadsø videregående skole;4,2;38
2;3;ENG1007;I;56;974622777;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Vardø videregående skole;4,5;8
2;2;ENG1007;I;34;34;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Alle skoler;4,4;2 204
2;3;ENG1007;I;34;920330754;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Create - Lillehammer Kreative videregående skole AS;4,4;42
2;3;ENG1007;I;34;974571900;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Elverum videregående skole;4,5;167
2;3;ENG1007;I;34;974597195;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Gausdal videregående skole;4,4;90
2;3;ENG1007;I;34;974597284;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Gjøvik videregående skole;4,3;200
2;3;ENG1007;I;34;998513448;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Hadeland videregående skole;4,6;134
2;3;ENG1007;I;34;974571919;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Hamar katedralskole;4,3;231
2;3;ENG1007;I;34;974597322;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Lena-Valle videregående skole avd Lena;4,7;89
2;3;ENG1007;I;34;874597252;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Lillehammer videregående skole avd Sør;4,1;166
2;3;ENG1007;I;34;974597209;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Nord-Gudbrandsdal vidaregåande skule;5;34
2;3;ENG1007;I;34;974597217;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Nord-Gudbrandsdal Videregåande skule avd Lom (Nedlagt);4,5;20
2;3;ENG1007;I;34;970963847;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Nord-Østerdal videregående skole;4,2;71
2;3;ENG1007;I;34;986147667;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Norges Toppidrettsgymnas Kongsvinger AS;3,8;53
2;3;ENG1007;I;34;873600152;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Norges Toppidrettsgymnas Lillehammer AS;4,2;91
2;3;ENG1007;I;34;974597330;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Raufoss videregående skole;4,2;15
2;3;ENG1007;I;34;974597373;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Raufoss videregående skole avd Dokka;4,5;39
2;3;ENG1007;I;34;974571897;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Ringsaker videregående skole;4,8;86
2;3;ENG1007;I;34;974571943;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Sentrum videregående skole;4;84
2;3;ENG1007;I;34;974572117;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Sentrum videregående skole avd Skarnes;5,1;34
2;3;ENG1007;I;34;974571986;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Solør videregående skole;4,1;26
2;3;ENG1007;I;34;974572079;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Stange videregående skole;4,6;99
2;3;ENG1007;I;34;974571935;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Storhamar videregående skole;4,3;103
2;3;ENG1007;I;34;974572028;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Trysil videregående skole;4,3;44
2;3;ENG1007;I;34;974597381;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Valdres vidaregåande skule;4,4;57
2;3;ENG1007;I;34;974597233;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Vinstra vidaregåande skule;4,8;44
2;3;ENG1007;I;34;913391470;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Wang Hamar AS;4,4;69
2;3;ENG1007;I;34;974571978;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Innlandet;Øvrebyen videregående skole;4,2;116
2;2;ENG1007;I;15;15;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Alle skoler;4,5;1 402
2;3;ENG1007;I;15;911770172;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Akademiet Toppidrettsgymnas Ålesund AS;4,4;32
2;3;ENG1007;I;15;984800746;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Akademiet Vgs Ålesund AS;4,6;97
2;3;ENG1007;I;15;974576473;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Atlanten videregående skole;4,6;141
2;3;ENG1007;I;15;974576716;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Haram vidaregåande skule;4,2;26
2;3;ENG1007;I;15;974576708;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Hustadvika vidaregåande skole;3,6;22
2;3;ENG1007;I;15;974576589;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Kristiansund videregående skole;4,8;18
2;3;ENG1007;I;15;974576422;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Molde videregående skole;4,3;195
2;3;ENG1007;I;15;974576562;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Rauma videregående skole;4,1;29
2;3;ENG1007;I;15;974576546;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Romsdal videregående skole;4,4;71
2;3;ENG1007;I;15;974577267;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Spjelkavik videregående skole;4,6;159
2;3;ENG1007;I;15;974576686;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Stranda vidaregåande skule;3,6;18
2;3;ENG1007;I;15;974576570;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Sunndal vidaregåande skole;3,9;23
2;3;ENG1007;I;15;974576651;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Surnadal vidaregåande skule;4,3;28
2;3;ENG1007;I;15;974576694;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Sykkylven vidaregåande skule;5,1;33
2;3;ENG1007;I;15;974745607;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Tingvoll vidaregåande skole;4;15
2;3;ENG1007;I;15;974576430;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Ulstein vidaregåande skule;4,9;133
2;3;ENG1007;I;15;974117711;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Vestborg Vgs;4,5;41
2;3;ENG1007;I;15;874576492;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Volda vidaregåande skule;4,5;119
2;3;ENG1007;I;15;974576503;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Møre og Romsdal;Ålesund videregående skole;4,3;202
2;2;ENG1007;I;18;18;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Alle skoler;4,5;1 182
2;3;ENG1007;I;18;974621029;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Andøy videregående skole;4,1;14
2;3;ENG1007;I;18;974621134;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Aust-Lofoten videregående skole;4,5;48
2;3;ENG1007;I;18;974621215;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Bodin videregående skole;4,7;186
2;3;ENG1007;I;18;974621223;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Bodø videregående skole;4,7;174
2;3;ENG1007;I;18;974621401;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Brønnøysund videregående skole;4,3;24
2;3;ENG1007;I;18;974621290;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Fauske videregående skole;4,6;56
2;3;ENG1007;I;18;974621037;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Hadsel videregående skole;4,4;28
2;3;ENG1007;I;18;974621282;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Knut Hamsun videregående skole Joarkkaskåvllå;4,4;23
2;3;ENG1007;I;18;973494694;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Kristen videregående skole Nordland Sti;3,9;14
2;3;ENG1007;I;18;974621193;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Meløy videregående skole;4,5;20
2;3;ENG1007;I;18;974621355;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Mosjøen videregående skole;4,6;58
2;3;ENG1007;I;18;974041707;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Narvik videregående skole;4,1;124
2;3;ENG1007;I;18;913256840;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Nettskolen i Nordland;*;*
2;3;ENG1007;I;18;916694490;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Norges Toppidrettsgymnas Bodø AS;4,4;34
2;3;ENG1007;I;18;974621304;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Polarsirkelen videregående skole;4,5;157
2;3;ENG1007;I;18;974621274;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Saltdal videregående skole;*;*
2;3;ENG1007;I;18;874621382;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Sandnessjøen videregående skole;4,4;48
2;3;ENG1007;I;18;974621053;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Sortland videregående skole avd Sortland;4,2;95
2;3;ENG1007;I;18;974621169;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Nordland - Nordlánnda;Vest-Lofoten videregående skole;4;61
2;2;ENG1007;I;3;3;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Alle skoler;4,6;5 614
2;3;ENG1007;I;3;887664102;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Akademiet Oslo AS;4,5;154
2;3;ENG1007;I;3;988938386;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Akademiet Vgs Bislett AS;4,3;45
2;3;ENG1007;I;3;974591006;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Bjerke videregående skole;4,1;284
2;3;ENG1007;I;3;990574898;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Bjørnholt videregående skole;4,3;54
2;3;ENG1007;I;3;912703312;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Blindern videregående skole;4,3;303
2;3;ENG1007;I;3;912001709;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Edvard Munch videregående skole;5,1;319
2;3;ENG1007;I;3;873626372;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Eikelund videregående skole;4,6;8
2;3;ENG1007;I;3;974590999;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Elvebakken videregående skole;5,4;408
2;3;ENG1007;I;3;974590867;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Foss videregående skole;5;305
2;3;ENG1007;I;3;995821664;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Fyrstikkalleen skole;4,5;210
2;3;ENG1007;I;3;974590891;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Hartvig Nissens skole;4,7;237
2;3;ENG1007;I;3;974590956;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Hellerud videregående skole;4,2;173
2;3;ENG1007;I;3;974192020;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Heltberg private gymnas;4,7;33
2;3;ENG1007;I;3;912001008;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Hersleb videregående skole;3,5;92
2;3;ENG1007;I;3;999173926;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Kongshavn videregående skole;4,4;181
2;3;ENG1007;I;3;873626402;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Kongsskogen videregående skole;4,9;15
2;3;ENG1007;I;3;974117797;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Kristelig gymnasium AS videregående skole;4,9;179
2;3;ENG1007;I;3;899178092;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Kuben videregående skole;3,9;230
2;3;ENG1007;I;3;974590913;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Lambertseter videregående skole;4,5;292
2;3;ENG1007;I;3;996216454;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Nydalen videregående skole;5,5;188
2;3;ENG1007;I;3;974590883;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Oslo Handelsgymnasium;4,4;246
2;3;ENG1007;I;3;874590932;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Oslo katedralskole;5;205
2;3;ENG1007;I;3;972286389;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Oslo private gymnasium AS;5;72
2;3;ENG1007;I;3;873626232;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Oslo voksenopplæring Rosenhof;3,1;15
2;3;ENG1007;I;3;971816309;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Oslo;Otto Treider private gymnas AS;4,1;84
